date_order,city,store_type,store_name,total_cust,total_orders,quantity,total_sales,total_cost,profits
02-2024,Paris,Online,Chocolate Store 42,384,384,1148,9605.33,5732.76,3872.5
10-2024,Paris,Online,Chocolate Store 42,388,388,1120,9781.57,5890.93,3890.59
02-2023,Paris,Online,Chocolate Store 42,373,373,1108,9604.61,5716.98,3887.63
03-2023,Paris,Online,Chocolate Store 42,433,433,1303,11271.1,6856.98,4414.13
11-2024,Paris,Online,Chocolate Store 42,379,379,1114,9299.73,5597.17,3702.53
04-2023,Paris,Online,Chocolate Store 42,426,426,1300,10971.02,6576.06,4394.97
07-2024,Paris,Online,Chocolate Store 42,384,384,1099,9459.59,5663.64,3796.07
08-2024,Paris,Online,Chocolate Store 42,441,441,1315,10892.51,6490.5,4401.99
04-2023,London,Airport,Chocolate Store 43,378,378,1180,10040.46,6076.5,3964.05
10-2024,London,Airport,Chocolate Store 43,435,435,1305,11304.07,6731.3,4572.71
12-2023,London,Airport,Chocolate Store 43,435,435,1296,10988.54,6602.81,4385.73
07-2023,London,Airport,Chocolate Store 43,409,409,1199,10130.62,6095.05,4035.53
09-2024,London,Airport,Chocolate Store 43,412,412,1216,10416.45,6267.04,4149.43
03-2024,London,Airport,Chocolate Store 43,385,385,1170,9665.02,5746.29,3918.7
10-2023,London,Airport,Chocolate Store 43,445,445,1307,10771.38,6467.06,4304.41
07-2024,London,Airport,Chocolate Store 43,422,422,1235,10463.14,6249.12,4214.11
04-2024,London,Airport,Chocolate Store 43,399,399,1193,10132.61,6081.47,4051.15
12-2024,London,Airport,Chocolate Store 43,441,441,1278,10921.38,6505.82,4415.67
08-2024,London,Airport,Chocolate Store 43,441,441,1319,11096.68,6655.41,4441.3
11-2024,London,Airport,Chocolate Store 43,398,398,1227,9792.67,5855.36,3937.36
11-2023,London,Airport,Chocolate Store 43,405,405,1229,10604.62,6304.41,4300.17
01-2023,London,Airport,Chocolate Store 43,405,405,1243,10829.33,6532.98,4296.37
01-2024,London,Airport,Chocolate Store 43,436,436,1310,11363.63,6773.56,4590.08
03-2023,London,Airport,Chocolate Store 43,439,439,1323,11619.65,6945.89,4673.86
06-2023,London,Airport,Chocolate Store 43,403,403,1227,10023.3,6026.28,3996.97
05-2024,London,Airport,Chocolate Store 43,400,400,1147,9590.38,5732.12,3858.17
06-2024,London,Airport,Chocolate Store 43,382,382,1172,10174.93,6145.81,4029.22
08-2023,London,Airport,Chocolate Store 43,410,410,1204,9934.65,5974.56,3960.14
02-2024,London,Airport,Chocolate Store 43,399,399,1198,10098.8,6047.69,4051.08
09-2023,London,Airport,Chocolate Store 43,387,387,1159,9671.88,5813.5,3858.36
02-2023,London,Airport,Chocolate Store 43,371,371,1088,9229.78,5603.07,3626.65
05-2023,London,Airport,Chocolate Store 43,424,424,1288,11101.47,6655.36,4446.14
08-2023,Paris,Airport,Chocolate Store 44,457,457,1386,12035.31,7194.35,4841.03
09-2024,Paris,Airport,Chocolate Store 44,400,400,1163,10147.28,6038.05,4109.2
08-2024,Paris,Airport,Chocolate Store 44,391,391,1134,9244.54,5525.84,3718.69
07-2024,Paris,Airport,Chocolate Store 44,429,429,1300,11306.94,6766.84,4540.12
12-2023,Paris,Airport,Chocolate Store 44,421,421,1269,11166.67,6700.96,4465.63
10-2023,Paris,Airport,Chocolate Store 44,383,383,1124,9364.29,5607.27,3757.03
01-2023,Paris,Airport,Chocolate Store 44,429,429,1254,10389.31,6251.95,4137.4
06-2024,Paris,Airport,Chocolate Store 44,397,397,1194,10044.01,6022.51,4021.31
09-2023,Paris,Airport,Chocolate Store 44,379,379,1141,9656.74,5769.59,3887.09
04-2024,Paris,Airport,Chocolate Store 44,395,395,1215,9952.45,5959.65,3992.79
05-2024,Paris,Airport,Chocolate Store 44,410,410,1222,10384.15,6234.5,4149.59
06-2023,Paris,Airport,Chocolate Store 44,421,421,1326,11147.26,6726.78,4420.43
02-2023,Paris,Airport,Chocolate Store 44,347,347,1014,8680.16,5239.84,3440.32
11-2023,Paris,Airport,Chocolate Store 44,437,437,1301,11496.48,6877.07,4619.32
05-2023,Paris,Airport,Chocolate Store 44,449,449,1306,11110.95,6584.82,4526.09
02-2024,Paris,Airport,Chocolate Store 44,414,414,1222,10548.41,6314.96,4233.34
11-2024,Paris,Airport,Chocolate Store 44,378,378,1112,9380.5,5624.74,3755.75
03-2023,Paris,Airport,Chocolate Store 44,412,412,1205,9935.43,5965.29,3970.14
01-2024,Paris,Airport,Chocolate Store 44,413,413,1257,10554.28,6357.58,4196.69
10-2024,Paris,Airport,Chocolate Store 44,444,444,1338,10820.58,6530.79,4289.78
04-2023,Paris,Airport,Chocolate Store 44,411,411,1190,9876.99,5960.17,3916.78
12-2024,Paris,Airport,Chocolate Store 44,359,359,1081,9530.65,5690.93,3839.66
07-2023,Paris,Airport,Chocolate Store 44,422,422,1302,11317.97,6786.96,4531.02
03-2024,Paris,Airport,Chocolate Store 44,400,400,1211,10275.67,6137.08,4138.64
06-2024,Sydney,Online,Chocolate Store 45,418,418,1240,10398.02,6244.28,4153.81
07-2024,Sydney,Online,Chocolate Store 45,420,420,1203,10090.98,6068.99,4022.01
08-2024,Sydney,Online,Chocolate Store 45,391,391,1171,9967.13,5945.31,4021.73
07-2023,Sydney,Online,Chocolate Store 45,418,418,1270,11267.91,6759.83,4508.11
04-2024,Sydney,Online,Chocolate Store 45,379,379,1155,9706.61,5807.36,3899.31
09-2023,Sydney,Online,Chocolate Store 45,421,421,1298,11058.62,6571.39,4487.23
12-2023,Sydney,Online,Chocolate Store 45,424,424,1290,10657.37,6408.85,4248.56
10-2023,Sydney,Online,Chocolate Store 45,407,407,1193,10104.59,6071.36,4033.13
12-2024,Sydney,Online,Chocolate Store 45,440,440,1366,11510.78,6891.68,4619.09
09-2024,Sydney,Online,Chocolate Store 45,426,426,1261,10700.35,6397.69,4302.59
01-2023,Sydney,Online,Chocolate Store 45,423,423,1310,11211.33,6698.9,4512.4
03-2024,Sydney,Online,Chocolate Store 45,405,405,1189,10200.76,6121.01,4079.76
05-2024,Sydney,Online,Chocolate Store 45,376,376,1138,9545.17,5739.18,3805.98
01-2024,Sydney,Online,Chocolate Store 45,414,414,1245,10590.24,6361.04,4229.13
02-2023,Sydney,Online,Chocolate Store 45,369,369,1082,9275.54,5571.45,3704.15
06-2023,Sydney,Online,Chocolate Store 45,377,377,1144,9331.55,5596.65,3734.88
03-2023,Sydney,Online,Chocolate Store 45,396,396,1172,9957.99,5922.48,4035.47
11-2024,Sydney,Online,Chocolate Store 45,407,407,1174,9884.06,5923.93,3960.1
04-2023,Sydney,Online,Chocolate Store 45,433,433,1266,10362.32,6247.98,4114.37
11-2023,Sydney,Online,Chocolate Store 45,377,377,1143,9457.76,5634.44,3823.29
05-2023,Sydney,Online,Chocolate Store 45,413,413,1285,11076.12,6631.02,4445.09
02-2024,Sydney,Online,Chocolate Store 45,377,377,1153,10113.06,6027.88,4085.08
10-2024,Sydney,Online,Chocolate Store 45,446,446,1384,11913.87,7121.81,4792.04
08-2023,Sydney,Online,Chocolate Store 45,395,395,1183,10250.53,6173.6,4076.94
06-2024,London,Mall,Chocolate Store 46,405,405,1255,10540.02,6323.58,4216.37
09-2023,London,Mall,Chocolate Store 46,429,429,1304,11071.42,6671.31,4400.02
11-2023,London,Mall,Chocolate Store 46,434,434,1290,10611.39,6381.39,4229.97
05-2023,London,Mall,Chocolate Store 46,434,434,1310,11429.65,6798.55,4631.1
05-2024,London,Mall,Chocolate Store 46,423,423,1214,10069.51,5991.29,4078.11
02-2023,London,Mall,Chocolate Store 46,391,391,1152,9789.33,5829.04,3960.26
06-2023,London,Mall,Chocolate Store 46,401,401,1187,10333.23,6181.75,4151.48
08-2023,London,Mall,Chocolate Store 46,449,449,1305,11639.65,6994.12,4645.63
03-2023,London,Mall,Chocolate Store 46,419,419,1223,10167.86,6163.79,4004.11
01-2024,London,Mall,Chocolate Store 46,423,423,1298,11055.28,6652.27,4403.01
04-2023,London,Mall,Chocolate Store 46,395,395,1169,9611.86,5797.81,3814.02
03-2024,London,Mall,Chocolate Store 46,428,428,1262,10848.25,6511.89,4336.44
08-2024,London,Mall,Chocolate Store 46,414,414,1254,10592.24,6340.73,4251.56
10-2023,London,Mall,Chocolate Store 46,399,399,1199,10078.93,6077.53,4001.44
07-2024,London,Mall,Chocolate Store 46,389,389,1208,10046.58,6046.59,3999.96
09-2024,London,Mall,Chocolate Store 46,408,408,1241,10287.7,6088.32,4199.44
11-2024,London,Mall,Chocolate Store 46,415,415,1285,11474.35,6942.23,4532.03
10-2024,London,Mall,Chocolate Store 46,414,414,1227,9990.99,5967.61,4023.46
12-2023,London,Mall,Chocolate Store 46,442,442,1303,10994.8,6565.18,4429.64
07-2023,London,Mall,Chocolate Store 46,398,398,1222,10418.31,6274.15,4144.06
04-2024,London,Mall,Chocolate Store 46,378,378,1138,9652.48,5819.37,3833.13
12-2024,London,Mall,Chocolate Store 46,423,423,1285,11051.46,6633.15,4418.24
02-2024,London,Mall,Chocolate Store 46,410,410,1245,10405.6,6247.07,4158.46
01-2023,London,Mall,Chocolate Store 46,427,427,1314,11079.65,6647.58,4432.01
02-2023,New York,Mall,Chocolate Store 47,380,380,1156,9794.25,5839.83,3954.41
01-2023,New York,Mall,Chocolate Store 47,433,433,1284,11241.89,6769.56,4472.34
06-2024,New York,Mall,Chocolate Store 47,414,414,1256,10461.4,6273.54,4187.84
04-2024,New York,Mall,Chocolate Store 47,432,432,1290,10992.52,6616.08,4376.37
09-2023,New York,Mall,Chocolate Store 47,432,432,1339,11296.26,6740.81,4555.47
09-2024,New York,Mall,Chocolate Store 47,385,385,1142,10035.35,5967.5,4067.83
03-2024,New York,Mall,Chocolate Store 47,466,466,1382,11641.63,6950.34,4691.18
12-2024,New York,Mall,Chocolate Store 47,446,446,1315,11241.65,6710.3,4531.3
08-2023,New York,Mall,Chocolate Store 47,400,400,1190,10486.96,6302.8,4184.1
08-2024,New York,Mall,Chocolate Store 47,436,436,1298,10811.07,6453.17,4357.87
07-2024,New York,Mall,Chocolate Store 47,416,416,1260,10741.1,6438.39,4302.69
10-2023,New York,Mall,Chocolate Store 47,375,375,1129,9456.6,5648.58,3807.94
12-2023,New York,Mall,Chocolate Store 47,404,404,1220,10143.93,6124.12,4019.72
07-2023,New York,Mall,Chocolate Store 47,420,420,1286,10976.15,6581.05,4395.13
11-2024,New York,Mall,Chocolate Store 47,442,442,1331,11404.59,6865.05,4539.49
02-2024,New York,Mall,Chocolate Store 47,376,376,1138,9933.49,5946.07,3987.37
05-2024,New York,Mall,Chocolate Store 47,450,450,1311,11382.43,6886.91,4495.53
06-2023,New York,Mall,Chocolate Store 47,402,402,1194,10635.95,6353.5,4282.46
03-2023,New York,Mall,Chocolate Store 47,406,406,1256,10799.14,6463.23,4335.85
01-2024,New York,Mall,Chocolate Store 47,400,400,1196,9677.28,5819.42,3857.86
10-2024,New York,Mall,Chocolate Store 47,430,430,1284,10899.72,6535.39,4364.28
04-2023,New York,Mall,Chocolate Store 47,415,415,1271,10658.01,6411.91,4246.05
05-2023,New York,Mall,Chocolate Store 47,401,401,1223,10563.85,6421.78,4142.14
11-2023,New York,Mall,Chocolate Store 47,385,385,1147,9834.48,5940.57,3893.92
11-2023,Toronto,Airport,Chocolate Store 48,398,398,1184,9761.48,5881.28,3880.24
02-2023,Toronto,Airport,Chocolate Store 48,379,379,1121,9813.43,5856.08,3957.28
05-2023,Toronto,Airport,Chocolate Store 48,408,408,1227,10275.78,6165.72,4110.17
06-2023,Toronto,Airport,Chocolate Store 48,400,400,1190,10052.51,6058.78,3993.77
05-2024,Toronto,Airport,Chocolate Store 48,426,426,1291,10943.77,6588.2,4355.54
01-2024,Toronto,Airport,Chocolate Store 48,397,397,1201,10337.54,6135.23,4202.3
02-2024,Toronto,Airport,Chocolate Store 48,372,372,1145,9939.79,5925.61,4014.21
04-2023,Toronto,Airport,Chocolate Store 48,416,416,1220,10743.68,6404.76,4338.93
03-2023,Toronto,Airport,Chocolate Store 48,414,414,1220,10195.05,6110.97,4084.12
12-2024,Toronto,Airport,Chocolate Store 48,381,381,1153,9527.39,5725.53,3801.91
10-2024,Toronto,Airport,Chocolate Store 48,403,403,1177,10301.69,6245.8,4055.94
11-2024,Toronto,Airport,Chocolate Store 48,403,403,1198,9767.19,5855.27,3911.89
01-2023,Toronto,Airport,Chocolate Store 48,434,434,1310,11139.45,6771.56,4367.84
10-2023,Toronto,Airport,Chocolate Store 48,427,427,1296,10924.38,6581.73,4342.54
03-2024,Toronto,Airport,Chocolate Store 48,413,413,1229,10769.22,6532.12,4237.14
12-2023,Toronto,Airport,Chocolate Store 48,411,411,1203,10043.9,6074.79,3969.01
09-2024,Toronto,Airport,Chocolate Store 48,393,393,1187,10304.48,6202.87,4101.56
08-2023,Toronto,Airport,Chocolate Store 48,427,427,1303,11379.27,6884.76,4494.49
06-2024,Toronto,Airport,Chocolate Store 48,401,401,1169,9592.29,5744.45,3847.85
09-2023,Toronto,Airport,Chocolate Store 48,415,415,1211,10000.55,6019.31,3981.24
04-2024,Toronto,Airport,Chocolate Store 48,397,397,1216,10446.78,6249.55,4197.13
07-2023,Toronto,Airport,Chocolate Store 48,398,398,1180,10095.75,6025.46,4070.31
08-2024,Toronto,Airport,Chocolate Store 48,401,401,1209,10210.29,6137.95,4072.39
07-2024,Toronto,Airport,Chocolate Store 48,406,406,1175,9872.83,5924.43,3948.43
01-2023,Berlin,Mall,Chocolate Store 49,446,446,1382,11450.31,6834.73,4615.58
09-2023,Berlin,Mall,Chocolate Store 49,414,414,1214,10438.16,6265.25,4172.93
07-2024,Berlin,Mall,Chocolate Store 49,444,444,1351,11049.41,6651.71,4397.67
08-2024,Berlin,Mall,Chocolate Store 49,422,422,1279,10934.08,6529.4,4404.74
12-2024,Berlin,Mall,Chocolate Store 49,425,425,1268,10871.58,6574.11,4297.33
04-2024,Berlin,Mall,Chocolate Store 49,418,418,1258,10663.7,6406.45,4257.28
06-2024,Berlin,Mall,Chocolate Store 49,413,413,1217,10332.54,6173.82,4158.69
08-2023,Berlin,Mall,Chocolate Store 49,408,408,1256,10462.76,6225.96,4236.8
05-2023,Berlin,Mall,Chocolate Store 49,442,442,1364,11414.67,6919.2,4495.47
12-2023,Berlin,Mall,Chocolate Store 49,421,421,1302,11088.82,6644.5,4444.24
07-2023,Berlin,Mall,Chocolate Store 49,442,442,1335,11818.36,7082.51,4735.78
09-2024,Berlin,Mall,Chocolate Store 49,381,381,1130,9762.42,5820.87,3941.51
05-2024,Berlin,Mall,Chocolate Store 49,435,435,1324,10906,6553.81,4352.11
10-2023,Berlin,Mall,Chocolate Store 49,408,408,1217,10478.45,6376.28,4102.19
03-2024,Berlin,Mall,Chocolate Store 49,439,439,1311,11298.06,6776.08,4521.97
04-2023,Berlin,Mall,Chocolate Store 49,426,426,1295,10972.61,6538.72,4433.96
06-2023,Berlin,Mall,Chocolate Store 49,405,405,1203,10138.58,6020.37,4118.21
10-2024,Berlin,Mall,Chocolate Store 49,404,404,1209,10195.44,6085.05,4110.46
11-2024,Berlin,Mall,Chocolate Store 49,389,389,1145,9872.25,5939.92,3932.3
03-2023,Berlin,Mall,Chocolate Store 49,418,418,1215,10291.27,6254.03,4037.09
01-2024,Berlin,Mall,Chocolate Store 49,381,381,1209,10562.32,6342.3,4220.01
02-2024,Berlin,Mall,Chocolate Store 49,403,403,1205,9962.98,5944.45,4018.62
11-2023,Berlin,Mall,Chocolate Store 49,408,408,1212,10076.33,6007.8,4068.53
02-2023,Berlin,Mall,Chocolate Store 49,398,398,1153,9580.57,5784.12,3796.5
06-2023,Sydney,Online,Chocolate Store 5,422,422,1299,10915.24,6549.42,4365.88
11-2024,Sydney,Online,Chocolate Store 5,432,432,1250,10599.07,6420.84,4178.1
11-2023,Sydney,Online,Chocolate Store 5,424,424,1288,10640.78,6363.57,4277.2
02-2024,Sydney,Online,Chocolate Store 5,395,395,1201,10134.02,6050.37,4083.62
02-2023,Sydney,Online,Chocolate Store 5,394,394,1247,10758.22,6432.81,4325.4
01-2024,Sydney,Online,Chocolate Store 5,474,474,1428,11743.21,7060.86,4682.34
03-2023,Sydney,Online,Chocolate Store 5,399,399,1249,10716.01,6453.88,4262.08
05-2024,Sydney,Online,Chocolate Store 5,459,459,1405,11943.41,7167.45,4775.86
04-2023,Sydney,Online,Chocolate Store 5,392,392,1116,9298.87,5513.89,3785.06
05-2023,Sydney,Online,Chocolate Store 5,400,400,1184,9758.23,5873.23,3885.04
08-2023,Sydney,Online,Chocolate Store 5,448,448,1316,11352.9,6806.97,4545.88
08-2024,Sydney,Online,Chocolate Store 5,424,424,1233,10254.22,6114.37,4139.71
10-2024,Sydney,Online,Chocolate Store 5,412,412,1154,9902.25,5925.58,3976.67
10-2023,Sydney,Online,Chocolate Store 5,420,420,1256,10096.12,6054.02,4042.13
07-2024,Sydney,Online,Chocolate Store 5,432,432,1306,11002.75,6607.45,4395.37
06-2024,Sydney,Online,Chocolate Store 5,447,447,1332,11512.4,6968.01,4544.41
12-2024,Sydney,Online,Chocolate Store 5,409,409,1242,10623.13,6358.54,4264.6
03-2024,Sydney,Online,Chocolate Store 5,388,388,1154,9544.59,5710.27,3834.24
09-2024,Sydney,Online,Chocolate Store 5,397,397,1185,10155.6,6101.39,4054.29
07-2023,Sydney,Online,Chocolate Store 5,425,425,1322,11153.04,6642.03,4511.05
04-2024,Sydney,Online,Chocolate Store 5,418,418,1260,10538.49,6306.08,4232.55
01-2023,Sydney,Online,Chocolate Store 5,446,446,1306,10841.84,6516.19,4325.54
12-2023,Sydney,Online,Chocolate Store 5,404,404,1227,10615.66,6343.93,4271.62
09-2023,Sydney,Online,Chocolate Store 5,391,391,1146,9774.45,5875.81,3898.64
05-2024,New York,Airport,Chocolate Store 50,442,442,1328,11551.79,6931.04,4620.78
09-2023,New York,Airport,Chocolate Store 50,404,404,1213,10353.74,6284.44,4069.29
06-2023,New York,Airport,Chocolate Store 50,427,427,1291,11109.9,6714.5,4395.42
02-2024,New York,Airport,Chocolate Store 50,430,430,1298,10844.28,6528.67,4315.7
01-2024,New York,Airport,Chocolate Store 50,440,440,1306,11093.71,6593.51,4500.19
03-2023,New York,Airport,Chocolate Store 50,396,396,1186,10504.16,6326.9,4177.18
11-2023,New York,Airport,Chocolate Store 50,421,421,1282,10827.45,6489.46,4337.97
01-2023,New York,Airport,Chocolate Store 50,422,422,1252,10374.71,6215.23,4159.47
05-2023,New York,Airport,Chocolate Store 50,402,402,1239,10350.91,6170.68,4180.25
02-2023,New York,Airport,Chocolate Store 50,386,386,1214,10257.63,6062.81,4194.84
06-2024,New York,Airport,Chocolate Store 50,369,369,1129,9442.65,5654.71,3787.89
08-2023,New York,Airport,Chocolate Store 50,427,427,1316,11593.53,6910.92,4682.78
09-2024,New York,Airport,Chocolate Store 50,409,409,1208,10314.17,6225.61,4088.52
03-2024,New York,Airport,Chocolate Store 50,428,428,1321,11238.55,6728.67,4509.9
12-2024,New York,Airport,Chocolate Store 50,419,419,1269,10650.18,6376.05,4274.12
08-2024,New York,Airport,Chocolate Store 50,427,427,1295,11174.02,6693.7,4480.19
07-2024,New York,Airport,Chocolate Store 50,472,472,1459,12281.19,7345.95,4935.32
12-2023,New York,Airport,Chocolate Store 50,413,413,1252,10664.61,6383.46,4281.14
04-2023,New York,Airport,Chocolate Store 50,408,408,1217,10427.02,6224.39,4202.71
10-2024,New York,Airport,Chocolate Store 50,380,380,1142,9779.57,5866.57,3912.96
11-2024,New York,Airport,Chocolate Store 50,392,392,1128,9234.19,5517.96,3716.23
04-2024,New York,Airport,Chocolate Store 50,433,433,1275,11056.1,6632.51,4423.55
07-2023,New York,Airport,Chocolate Store 50,410,410,1233,10332.97,6209.65,4123.44
10-2023,New York,Airport,Chocolate Store 50,465,465,1379,11783.62,7054.12,4729.48
12-2023,Toronto,Retail,Chocolate Store 51,409,409,1261,10806.82,6495.1,4311.7
12-2024,Toronto,Retail,Chocolate Store 51,394,394,1142,9767.42,5830.16,3937.27
06-2024,Toronto,Retail,Chocolate Store 51,364,364,1104,9300.12,5620.39,3679.68
04-2023,Toronto,Retail,Chocolate Store 51,406,406,1179,9683.64,5805.95,3877.68
09-2024,Toronto,Retail,Chocolate Store 51,438,438,1303,10914.78,6471.73,4443.04
10-2023,Toronto,Retail,Chocolate Store 51,410,410,1247,10789.64,6444.88,4344.68
04-2024,Toronto,Retail,Chocolate Store 51,417,417,1246,10358.7,6203.96,4154.66
07-2023,Toronto,Retail,Chocolate Store 51,422,422,1285,10730.09,6529.83,4200.18
03-2024,Toronto,Retail,Chocolate Store 51,450,450,1393,12087.36,7189.93,4897.45
07-2024,Toronto,Retail,Chocolate Store 51,423,423,1262,10469.34,6353.34,4115.9
09-2023,Toronto,Retail,Chocolate Store 51,392,392,1169,10227.96,6091.4,4136.54
08-2024,Toronto,Retail,Chocolate Store 51,420,420,1283,10871.44,6572.81,4298.57
08-2023,Toronto,Retail,Chocolate Store 51,385,385,1199,9930.87,5889.18,4041.63
06-2023,Toronto,Retail,Chocolate Store 51,426,426,1311,11210.53,6759.12,4451.42
01-2023,Toronto,Retail,Chocolate Store 51,420,420,1330,11631.12,7001.46,4629.71
05-2024,Toronto,Retail,Chocolate Store 51,398,398,1198,10503.91,6248.33,4255.63
01-2024,Toronto,Retail,Chocolate Store 51,443,443,1342,11696.43,7051.28,4645.08
03-2023,Toronto,Retail,Chocolate Store 51,414,414,1234,10101.93,6088.8,4013.13
02-2024,Toronto,Retail,Chocolate Store 51,388,388,1192,10103.71,6082.7,4020.98
10-2024,Toronto,Retail,Chocolate Store 51,421,421,1297,11050.24,6635.98,4414.22
11-2023,Toronto,Retail,Chocolate Store 51,405,405,1185,10263.36,6152.08,4111.33
11-2024,Toronto,Retail,Chocolate Store 51,435,435,1294,10882.71,6481.1,4401.58
05-2023,Toronto,Retail,Chocolate Store 51,444,444,1337,11485.09,6903.54,4581.55
02-2023,Toronto,Retail,Chocolate Store 51,401,401,1208,10641.57,6356.65,4284.92
10-2024,Toronto,Retail,Chocolate Store 52,423,423,1242,10696.58,6436.92,4259.63
07-2023,Toronto,Retail,Chocolate Store 52,458,458,1373,11858.4,7146.46,4712
12-2023,Toronto,Retail,Chocolate Store 52,450,450,1317,10848.83,6477.47,4371.27
03-2024,Toronto,Retail,Chocolate Store 52,433,433,1312,11029.53,6572.19,4457.31
04-2023,Toronto,Retail,Chocolate Store 52,386,386,1149,9983.31,5980.69,4002.71
04-2024,Toronto,Retail,Chocolate Store 52,385,385,1194,10075.89,6002.43,4073.39
12-2024,Toronto,Retail,Chocolate Store 52,424,424,1276,10821.41,6477.99,4343.48
03-2023,Toronto,Retail,Chocolate Store 52,401,401,1245,11010.77,6619.87,4390.9
11-2024,Toronto,Retail,Chocolate Store 52,427,427,1229,10824.52,6480.52,4344
01-2024,Toronto,Retail,Chocolate Store 52,436,436,1354,10838.96,6556.09,4282.83
02-2024,Toronto,Retail,Chocolate Store 52,393,393,1156,9282.02,5537.22,3744.78
05-2023,Toronto,Retail,Chocolate Store 52,380,380,1102,9077.09,5368.88,3708.24
11-2023,Toronto,Retail,Chocolate Store 52,421,421,1258,10628.06,6374.97,4253.12
09-2024,Toronto,Retail,Chocolate Store 52,397,397,1233,10374.76,6235.41,4139.4
10-2023,Toronto,Retail,Chocolate Store 52,403,403,1170,9820.76,5869.66,3951.01
01-2023,Toronto,Retail,Chocolate Store 52,429,429,1283,10707.68,6479.03,4228.71
